GTD ID,DATE,COUNTRY,CITY,PERPETRATOR 1,GUNCERTAIN 1,PERPETRATOR 2,GUNCERTAIN 2,PERPETRATOR 3,GUNCERTAIN 3,FATALITIES,INJURED,TARGET TYPE 1,TARGET TYPE 2,TARGET TYPE 3,REGION,ATTACK TYPE 1,ATTACK TYPE 2,ATTACK TYPE 3,WEAPON TYPE 1,WEAPON TYPE 2,WEAPON TYPE 3,WEAPON TYPE 4
201612310044,2016-12-31,"Mexico","Guachochi","Unknown",0,0,0,Journalists & Media,North America,,,,Assassination,Firearms
201612150044,2016-12-15,"United States","Dallas","Anti-Semitic extremists",0,,,,,0,1,Journalists & Media,,,North America,Assassination,,,Other,,,
201612110014,2016-12-10,"Mexico","Chihuahua","Unknown",0,,,,,1,0,Journalists & Media,,,North America,Assassination,,,Firearms,,,
201612080038,2016-12-07,"United States","Redlands","Unknown",0,,,,,0,0,Religious Figures/Institutions,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
201612040047,2016-12-04,"United States","Washington","Unknown",0,,,,,0,0,Business,,,North America,Armed Assault,,,Firearms,Firearms,,
201611280001,2016-11-28,"United States","Columbus","Jihadi-inspired extremists",0,,,,,1,11,Private Citizens & Property,,,North America,Armed Assault,,,Melee,Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs),,
201611250026,2016-11-25,"United States","Tacoma","Unknown",0,,,,,0,0,Religious Figures/Institutions,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
201611230062,2016-11-23,"United States","Albuquerque","Unknown",0,,,,,0,0,Business,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
201610160022,2016-10-16,"United States","Hillsborough","Unknown",0,,,,,0,0,Private Citizens & Property,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
201610150013,2016-10-15,"United States","Reasnor","Unknown",0,,,,,0,0,Business,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
201610130052,2016-10-13,"United States","Indianapolis","Anti-White extremists",0,,,,,0,0,Police,,,North America,Armed Assault,,,Firearms,,,
201610090043,2016-10-09,"United States","Century","Unknown",0,,,,,0,0,Religious Figures/Institutions,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
201610040058,2016-10-04,"United States","Indianapolis","Anti-White extremists",0,,,,,0,0,Police,,,North America,Armed Assault,,,Firearms,,,
201610030060,2016-10-03,"United States","Lincoln","Unknown",0,,,,,0,0,Religious Figures/Institutions,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
201610030040,2016-10-03,"United States","Lincoln","Unknown",0,,,,,0,0,Religious Figures/Institutions,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
201609240025,2016-09-24,"United States","Kansas City","Unknown",0,,,,,0,0,Religious Figures/Institutions,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
201609180039,2016-09-18,"Canada","Montreal","Unknown",0,,,,,0,0,Journalists & Media,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
201609180001,2016-09-18,"United States","Elizabeth","Jihadi-inspired extremists",0,,,,,0,0,Transportation,,,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201609170004,2016-09-17,"United States","St. Cloud","Jihadi-inspired extremists",0,,,,,1,10,Business,,,North America,Armed Assault,,,Melee,,,
201609170003,2016-09-17,"United States","New York City","Jihadi-inspired extremists",0,,,,,0,0,Private Citizens & Property,,,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201609170002,2016-09-17,"United States","New York City","Jihadi-inspired extremists",0,,,,,0,29,Private Citizens & Property,,,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201609170001,2016-09-17,"United States","Seaside Park","Jihadi-inspired extremists",0,,,,,0,0,Private Citizens & Property,,,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201609160002,2016-09-16,"United States","Philadelphia","Anti-Police extremists",0,,,,,2,5,Police,Police,Private Citizens & Property,North America,Armed Assault,,,Firearms,,,
201609150025,2016-09-14,"Canada","Hamilton","Anti-Muslim extremists",0,,,,,0,0,Religious Figures/Institutions,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
201609120001,2016-09-12,"United States","Fort Pierce","Anti-Muslim extremists",0,,,,,0,0,Religious Figures/Institutions,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
201609020055,2016-09-02,"United States","Las Vegas","Unknown",0,,,,,0,0,Religious Figures/Institutions,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
201608230025,2016-08-23,"United States","Salem","Unknown",0,,,,,0,0,Journalists & Media,,,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201608200042,2016-08-20,"United States","Roanoke","Unknown",0,,,,,0,3,Private Citizens & Property,,,North America,Armed Assault,,,Melee,,,
201608130021,2016-08-13,"United States","New York City","Unknown",0,,,,,2,0,Religious Figures/Institutions,Private Citizens & Property,,North America,Armed Assault,,,Firearms,,,
201608100099,2016-08-10,"United States","Endicott","Unknown",0,,,,,0,0,Private Citizens & Property,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
201608100055,2016-08-10,"Canada","Strathroy","Jihadi-inspired extremists",0,,,,,1,1,Transportation,,,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201608090044,2016-08-09,"United States","New City","Unknown",0,,,,,0,0,Religious Figures/Institutions,,,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201608090043,2016-08-09,"United States","New City","Unknown",0,,,,,0,0,Religious Figures/Institutions,,,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201608050054,2016-08-05,"United States","Tampa","Unknown",0,,,,,0,0,Religious Figures/Institutions,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
201608040052,2016-08-04,"United States","Tampa","Unknown",0,,,,,0,0,Religious Figures/Institutions,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
201608010028,2016-08-01,"United States","Reasnor","Unknown",0,,,,,0,0,Utilities,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
201608010027,2016-08-01,"United States","Newton","Unknown",0,,,,,0,0,Utilities,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
201607310050,2016-07-31,"United States","Oskaloosa","Unknown",0,,,,,0,0,Utilities,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
201607270058,2016-07-27,"United States","Tampa","Unknown",0,,,,,0,0,Educational Institution,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
201607250049,2016-07-25,"United States","Las Vegas","Unknown",0,,,,,0,0,Other,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
201607250048,2016-07-25,"United States","Las Vegas","Unknown",0,,,,,0,0,Religious Figures/Institutions,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
201607180070,2016-07-17,"United States","Tampa","Unknown",0,,,,,0,0,Educational Institution,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
201607170022,2016-07-17,"United States","Daytona Beach","Anti-Police extremists",0,,,,,0,0,Police,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
201607170005,2016-07-17,"United States","Baton Rouge","Anti-Police extremists",0,,,,,4,3,Police,,,North America,Armed Assault,,,Firearms,Firearms,,
201607090022,2016-07-09,"United States","San Antonio","Unknown",0,,,,,0,0,Police,,,North America,Armed Assault,,,Firearms,,,
201607070018,2016-07-07,"United States","College Station","Anti-Muslim extremists",1,,,,,0,0,Religious Figures/Institutions,,,North America,Armed Assault,,,Firearms,,,
201607070016,2016-07-07,"United States","Bristol","Anti-Police extremists",0,,,,,1,4,Police,Private Citizens & Property,,North America,Armed Assault,,,Firearms,Firearms,,
201607070001,2016-07-07,"United States","Dallas","Anti-White extremists",0,,,,,6,9,Police,,,North America,Armed Assault,,,Firearms,Firearms,,
201607050044,2016-07-05,"United States","St. Louis","Black Hebrew Israelites",1,,,,,0,0,Religious Figures/Institutions,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
201607040048,2016-07-04,"United States","St. Louis","Black Hebrew Israelites",1,,,,,0,0,Religious Figures/Institutions,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
201606180037,2016-06-18,"United States","Las Vegas","Anti-Trump extremists",0,,,,,0,0,Private Citizens & Property,,,North America,Assassination,,,Firearms,,,
201606120001,2016-06-12,"United States","Orlando","Jihadi-inspired extremists",0,,,,,50,53,Business,Private Citizens & Property,,North America,Hostage Taking (Barricade Incident),Armed Assault,,Firearms,Firearms,,
201606090034,2016-06-09,"United States","New York City","Unknown",0,,,,,0,0,Religious Figures/Institutions,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
201606050082,2016-06-05,"United States","New York City","Unknown",0,,,,,0,0,Religious Figures/Institutions,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
201606050067,2016-06-05,"Mexico","Emiliano Zapata","Unknown",0,,,,,1,0,Unknown,,,North America,Armed Assault,,,Melee,,,
201605260052,2016-05-26,"United States","Vancouver","Unknown",0,,,,,0,0,Religious Figures/Institutions,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
201605250061,2016-05-25,"United States","Modesto","Unknown",0,,,,,0,0,Abortion Related,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
201605250055,2016-05-25,"United States","Vancouver","Unknown",0,,,,,0,0,Religious Figures/Institutions,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
201604260043,2016-04-26,"United States","Haverhill","Unknown",0,,,,,0,0,Religious Figures/Institutions,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
201604250050,2016-04-25,"Mexico","Taxco","Unknown",0,,,,,1,0,Journalists & Media,,,North America,Assassination,,,Firearms,,,
201604210055,2016-04-21,"United States","Bonners Ferry","Unknown",0,,,,,0,0,Religious Figures/Institutions,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
201603300069,2016-03-30,"United States","Tyngsborough","Court Reform extremists",0,,,,,0,0,Utilities,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
201603140054,2016-03-14,"Canada","Toronto","Unknown",0,,,,,0,2,Military,,,North America,Armed Assault,,,Melee,,,
201602280069,2016-02-28,"United States","Lake Los Angeles","White extremists",1,,,,,0,3,Private Citizens & Property,,,North America,Armed Assault,,,Melee,Melee,,
201602180063,2016-02-18,"United States","Nashville","White extremists",0,,,,,0,1,Private Citizens & Property,,,North America,Armed Assault,,,Melee,,,
201602110023,2016-02-11,"United States","Columbus","Muslim extremists",0,,,,,1,4,Business,,,North America,Armed Assault,,,Melee,,,
201602080038,2016-02-08,"Mexico","Orizaba","Unknown",0,,,,,1,0,Journalists & Media,,,North America,Assassination,,,Firearms,,,
201601150040,2016-01-15,"United States","New York City","Anti-Muslim extremists",0,,,,,0,1,Private Citizens & Property,,,North America,Unarmed Assault,,,Melee,,,
201601100041,2016-01-10,"Canada","Calgary","Muslim extremists",0,,,,,0,1,Business,,,North America,Armed Assault,,,Firearms,,,
201601090036,2016-01-09,"Canada","Vancouver","Unknown",0,,,,,0,30,Other,,,North America,Unarmed Assault,,,Chemical,,,
201601070024,2016-01-07,"United States","Philadelphia","Jihadi-inspired extremists",0,,,,,0,2,Police,,,North America,Armed Assault,,,Firearms,,,
201601020043,2016-01-02,"United States","Princeton","Citizens for Constitutional Freedom",0,,,,,0,0,Government (General),,,North America,Facility/Infrastructure Attack,,,Firearms,Firearms,Firearms,
201512310048,2015-12-31,"United States","Strasburg","Unknown",0,,,,,0,0,Private Citizens & Property,,,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201512300045,2015-12-30,"United States","Colerain","Unknown",0,,,,,0,0,Private Citizens & Property,,,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201512260016,2015-12-26,"United States","Tracy","Unknown",0,,,,,0,0,Religious Figures/Institutions,,,North America,Armed Assault,,,Incendiary,,,
201512110031,2015-12-11,"United States","Coachella","Anti-Muslim extremists",0,,,,,0,0,Religious Figures/Institutions,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
201512080038,2015-12-08,"United States","Grand Forks","Anti-Muslim extremists",0,,,,,0,0,Business,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
201512050031,2015-12-05,"United States","New York City","Anti-Muslim extremists",0,,,,,0,1,Private Citizens & Property,,,North America,Unarmed Assault,,,Melee,,,
201512020012,2015-12-02,"United States","San Bernardino","Jihadi-inspired extremists",0,,,,,16,17,Government (General),,,North America,Bombing/Explosion,Armed Assault,,Explosives/Bombs/Dynamite,Firearms,,
201511290030,2015-11-29,"Mexico","Acapulco","Unknown",0,,,,,3,5,Private Citizens & Property,,,North America,Armed Assault,,,Firearms,,,
201511270001,2015-11-27,"United States","Colorado Springs","Anti-Abortion extremists",0,,,,,3,9,Abortion Related,,,North America,Hostage Taking (Barricade Incident),Armed Assault,,Firearms,,,
201511230084,2015-11-23,"United States","Minneapolis","Sovereign Citizen",0,"White extremists",0,,,0,5,Private Citizens & Property,,,North America,Armed Assault,,,Firearms,,,
201511190054,2015-11-19,"United States","Falls Church","Anti-Muslim extremists",0,,,,,0,0,Religious Figures/Institutions,,,North America,Facility/Infrastructure Attack,,,Incendiary,Fake Weapons,,
201511160028,2015-11-16,"Canada","Toronto","Unknown",0,,,,,0,1,Private Citizens & Property,,,North America,Unarmed Assault,,,Melee,,,
201511150043,2015-11-15,"United States","Meriden","Anti-Muslim extremists",0,,,,,0,0,Religious Figures/Institutions,,,North America,Armed Assault,,,Firearms,Firearms,,
201511140036,2015-11-14,"Canada","Peterborough","Unknown",0,,,,,0,0,Religious Figures/Institutions,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
201511060053,2015-11-06,"United States","Ingelwood","Anti-Sikh extremists",0,,,,,0,1,Private Citizens & Property,,,North America,Unarmed Assault,,,Melee,,,
201511040056,2015-11-04,"United States","Merced","Jihadi-inspired extremists",0,,,,,1,4,Educational Institution,,,North America,Armed Assault,,,Melee,,,
201511010076,2015-11-01,"United States","Tupelo","Right-wing extremists",0,,,,,0,0,Business,,,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201510310072,2015-10-31,"Mexico","Ecatepec","Pagan Sect of the Mountain",0,,,,,0,0,Transportation,,,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201510310071,2015-10-31,"Mexico","Ecatepec","Pagan Sect of the Mountain",0,,,,,0,0,Transportation,,,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201510310070,2015-10-31,"Mexico","Ecatepec","Pagan Sect of the Mountain",0,,,,,0,0,Transportation,,,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201510310069,2015-10-31,"Mexico","Ecatepec","Pagan Sect of the Mountain",0,,,,,0,0,Transportation,,,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201510310068,2015-10-31,"Mexico","Ecatepec","Pagan Sect of the Mountain",0,,,,,0,0,Transportation,,,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201510310067,2015-10-31,"Mexico","Ecatepec","Pagan Sect of the Mountain",0,,,,,0,0,Transportation,,,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201510310066,2015-10-31,"Mexico","Ecatepec","Pagan Sect of the Mountain",0,,,,,0,0,Transportation,,,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201510310065,2015-10-31,"Mexico","Ecatepec","Pagan Sect of the Mountain",0,,,,,0,0,Transportation,,,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201510310064,2015-10-31,"Mexico","Ecatepec","Pagan Sect of the Mountain",0,,,,,0,0,Transportation,,,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201509300082,2015-09-30,"United States","Thousand Oaks","Unknown",0,,,,,0,0,Abortion Related,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
201509130079,2015-09-13,"United States","Bullard","Muslim extremists",0,,,,,0,0,Religious Figures/Institutions,,,North America,Armed Assault,,,Firearms,,,
201509040048,2015-09-04,"United States","Pullman","Unknown",0,,,,,0,0,Abortion Related,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
201508300065,2015-08-30,"Canada","Barrie","Unknown",0,,,,,0,0,Food or Water Supply,,,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201508140093,2015-08-14,"United States","Las Cruces","Unknown",0,,,,,0,0,Religious Figures/Institutions,,,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201508020115,2015-08-02,"United States","Las Cruces","Unknown",0,,,,,0,0,Religious Figures/Institutions,,,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201508020114,2015-08-02,"United States","Las Cruces","Unknown",0,,,,,0,0,Religious Figures/Institutions,,,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201508010105,2015-08-01,"United States","New Orleans","Unknown",0,,,,,0,0,Abortion Related,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
201507230080,2015-07-23,"United States","Lafayette","Anti-Government extremists",0,,,,,3,9,Business,,,North America,Armed Assault,,,Firearms,,,
201507190097,2015-07-19,"United States","Aurora","Unknown",0,,,,,0,0,Abortion Related,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
201507160062,2015-07-16,"United States","Chattanooga","Muslim extremists",0,,,,,6,2,Military,,,North America,Armed Assault,,,Firearms,Firearms,Firearms,
201507160061,2015-07-16,"United States","Chattanooga","Muslim extremists",0,,,,,0,0,Military,,,North America,Armed Assault,,,Firearms,Firearms,Firearms,
201507150077,2015-07-15,"United States","Houston","Unknown",0,,,,,0,0,Religious Figures/Institutions,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
201507030101,2015-07-02,"Mexico","Miahuatlan de Porfirio Diaz","Unknown",0,,,,,1,0,Journalists & Media,,,North America,Assassination,,,Firearms,,,
201507030100,2015-07-03,"Mexico","Ecatepec","Unknown",0,,,,,0,0,NGO,,,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201507010139,2015-06-30,"Mexico","Unknown","Unknown",0,,,,,1,0,Journalists & Media,,,North America,Assassination,,,Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs),,,
201506260093,2015-06-26,"Mexico","Guanajuato","Unknown",0,,,,,1,0,Journalists & Media,,,North America,Assassination,,,Melee,,,
201506260046,2015-06-26,"United States","Warrenville","Unknown",0,,,,,0,0,Religious Figures/Institutions,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
201506240051,2015-06-24,"United States","Charlotte","Unknown",0,,,,,0,0,Religious Figures/Institutions,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
201506230056,2015-06-23,"United States","Macon","Unknown",0,,,,,0,0,Religious Figures/Institutions,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
201506220069,2015-06-22,"United States","Knoxville","Unknown",0,,,,,0,0,Religious Figures/Institutions,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
201506170035,2015-06-17,"United States","Charleston","White extremists",0,,,,,9,0,Religious Figures/Institutions,,,North America,Armed Assault,,,Firearms,,,
201506070094,2015-06-07,"Canada","Mississauga","Animal Liberation Front (ALF)",0,,,,,0,0,Business,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
201506030098,2015-06-03,"Mexico","Matamoros","Unknown",0,,,,,0,4,Government (General),,,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201505220063,2015-05-22,"Canada","Montreal","Unknown",0,,,,,0,1,Business,,,North America,Bombing/Explosion,Unarmed Assault,,Explosives/Bombs/Dynamite,Chemical,,
201505040124,2015-05-04,"Mexico","Miahuatlan de Porfirio Diaz","Unknown",0,,,,,1,0,Journalists & Media,,,North America,Assassination,,,Unknown,,,
201505030003,2015-05-03,"United States","Garland","Jihadi-inspired extremists",0,,,,,2,1,Private Citizens & Property,,,North America,Armed Assault,,,Firearms,,,
201504140070,2015-04-14,"Mexico","Juxtlahuaca district","Unknown",0,,,,,1,0,Journalists & Media,,,North America,Assassination,,,Firearms,,,
201503200036,2015-03-20,"United States","New Orleans","Unknown",0,,,,,1,2,Airports and Aircraft,,,North America,Armed Assault,,,Incendiary,Melee,Chemical,
201503100045,2015-03-09,"United States","Reno","Animal Liberation Front (ALF)",0,,,,,0,0,Business,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
201502230104,2015-02-23,"United States","Kent","Anarchists",0,,,,,0,0,Military,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
201502180067,2015-02-18,"United States","Kalamazoo","Unknown",0,,,,,0,0,Business,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
201502170127,2015-02-17,"United States","Melbourne","Unknown",0,,,,,0,0,Religious Figures/Institutions,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
201502100004,2015-02-10,"United States","Chapel Hill","Anti-Muslim extremists",0,,,,,3,0,Private Citizens & Property,,,North America,Armed Assault,,,Firearms,,,
201502040105,2015-02-04,"Mexico","Matamoros","Unknown",0,,,,,0,1,Journalists & Media,,,North America,Hostage Taking (Kidnapping),,,Firearms,Melee,,
201501060024,2015-01-06,"United States","Colorado Springs","Unknown",0,,,,,0,0,Business,Private Citizens & Property,,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201501020094,2015-01-02,"Mexico","Medellin de Bravo","Unknown",0,,,,,1,0,Journalists & Media,,,North America,Assassination,,,Melee,,,
201412200060,2014-12-20,"United States","New York City","Anti-Police extremists",0,,,,,2,0,Police,,,North America,Armed Assault,,,Firearms,,,
201412180047,2014-12-18,"United States","Morganton","Jihadi-inspired extremists",0,,,,,1,0,Private Citizens & Property,,,North America,Armed Assault,,,Firearms,,,
201412070129,2014-12-07,"United States","Los Angeles","Unknown",0,,,,,0,0,Private Citizens & Property,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
